t Density Sender Receiver Contagion Reciprocity ContagionReciprocity EgoInTwoStar EgoOutTwoStar MixedTwoStar TransitiveTriangleT1 oOc.sport oOc.alcohol MixedTwoStarSource MixedTwoStarSink TransitiveTriangleT3 TransitiveTriangleD1 TransitiveTriangleU1 CyclicTriangleC1 CyclicTriangleC3 AlterInTwoStar2 AlterOutTwoStar2 GWSender.0.6931471805599453 GWReceiver.0.6931471805599453 acceptance_rate
684000 19.0 46.0 42.0 26.0 28.0 8.0 60.0 51.0 90.0 25.0 32.0 61.0 102.0 89.0 8.0 35.0 30.0 20.0 1.0 20.0 28.0 5.3125 6.91015625 0.336
685000 12.0 33.0 29.0 12.0 20.0 4.0 49.0 43.0 79.0 18.0 20.0 35.0 71.0 56.0 3.0 25.0 17.0 16.0 1.0 5.0 17.0 3.0625 4.22265625 0.357
686000 16.0 42.0 40.0 24.0 24.0 5.0 60.0 44.0 91.0 28.0 26.0 54.0 86.0 79.0 7.0 32.0 29.0 16.0 0.0 14.0 27.0 3.40625 4.91015625 0.352
687000 14.0 39.0 34.0 23.0 23.0 7.0 51.0 45.0 81.0 23.0 23.0 50.0 88.0 69.0 7.0 32.0 20.0 14.0 1.0 16.0 30.0 2.75 4.41015625 0.374
688000 13.0 31.0 27.0 17.0 17.0 5.0 44.0 32.0 61.0 16.0 20.0 41.0 68.0 51.0 3.0 22.0 17.0 9.0 0.0 6.0 14.0 3.59375 5.41015625 0.311
689000 16.0 36.0 37.0 27.0 24.0 9.0 57.0 29.0 72.0 28.0 27.0 60.0 65.0 75.0 26.0 30.0 30.0 17.0 5.0 20.0 32.0 4.25 5.84765625 0.367
690000 19.0 55.0 51.0 39.0 35.0 13.0 72.0 64.0 127.0 36.0 32.0 61.0 122.0 109.0 24.0 41.0 34.0 30.0 8.0 32.0 54.0 3.375 4.62890625 0.357
691000 17.0 50.0 48.0 39.0 30.0 11.0 71.0 58.0 117.0 41.0 28.0 62.0 111.0 101.0 32.0 44.0 37.0 24.0 6.0 33.0 53.0 2.8125 4.16015625 0.318
692000 19.0 49.0 43.0 29.0 27.0 8.0 66.0 59.0 106.0 27.0 33.0 57.0 115.0 91.0 16.0 39.0 28.0 21.0 3.0 28.0 41.0 5.25 7.25390625 0.368
693000 11.0 35.0 30.0 17.0 20.0 4.0 46.0 42.0 78.0 22.0 19.0 37.0 81.0 59.0 7.0 27.0 18.0 16.0 1.0 10.0 21.0 1.40625 2.69140625 0.346
694000 18.0 48.0 48.0 31.0 32.0 10.0 67.0 47.0 99.0 35.0 28.0 61.0 98.0 110.0 24.0 39.0 39.0 24.0 5.0 28.0 47.0 3.34375 4.59765625 0.347
695000 17.0 42.0 36.0 17.0 22.0 3.0 52.0 43.0 81.0 21.0 29.0 57.0 95.0 66.0 4.0 31.0 22.0 14.0 0.0 15.0 22.0 4.34375 6.53515625 0.337
696000 16.0 40.0 33.0 19.0 20.0 4.0 48.0 47.0 81.0 23.0 27.0 57.0 93.0 60.0 7.0 35.0 21.0 15.0 1.0 13.0 20.0 4.625 6.56640625 0.313
697000 16.0 35.0 32.0 14.0 19.0 3.0 45.0 28.0 62.0 20.0 26.0 53.0 77.0 57.0 4.0 25.0 24.0 13.0 0.0 7.0 15.0 4.4375 6.44140625 0.33
698000 18.0 44.0 46.0 28.0 27.0 7.0 70.0 48.0 98.0 30.0 29.0 63.0 95.0 99.0 11.0 35.0 36.0 19.0 1.0 26.0 31.0 4.875 5.62890625 0.3
699000 20.0 53.0 50.0 42.0 31.0 12.0 71.0 59.0 117.0 38.0 32.0 67.0 115.0 100.0 30.0 42.0 36.0 21.0 5.0 35.0 50.0 4.5625 6.16015625 0.356
700000 9.0 19.0 23.0 6.0 13.0 2.0 44.0 15.0 48.0 12.0 14.0 32.0 31.0 49.0 0.0 14.0 18.0 8.0 0.0 3.0 8.0 2.75 3.41015625 0.327
701000 18.0 43.0 44.0 22.0 30.0 8.0 62.0 43.0 89.0 31.0 29.0 58.0 86.0 93.0 12.0 37.0 34.0 23.0 3.0 17.0 29.0 4.96875 5.59765625 0.353
702000 20.0 52.0 49.0 30.0 34.0 10.0 67.0 57.0 112.0 34.0 33.0 69.0 111.0 100.0 14.0 43.0 34.0 25.0 4.0 25.0 39.0 4.75 6.09765625 0.362
703000 21.0 52.0 51.0 41.0 31.0 11.0 71.0 52.0 112.0 36.0 35.0 66.0 111.0 102.0 26.0 37.0 35.0 20.0 4.0 34.0 50.0 5.15625 6.66015625 0.365
704000 22.0 53.0 55.0 39.0 33.0 10.0 74.0 53.0 115.0 40.0 35.0 71.0 112.0 112.0 26.0 41.0 41.0 24.0 4.0 35.0 52.0 5.90625 6.41015625 0.339
705000 16.0 42.0 41.0 25.0 25.0 6.0 60.0 42.0 88.0 29.0 25.0 58.0 86.0 83.0 16.0 33.0 31.0 17.0 2.0 18.0 32.0 3.21875 4.59765625 0.304
706000 15.0 39.0 32.0 26.0 23.0 9.0 44.0 45.0 75.0 21.0 25.0 53.0 90.0 70.0 16.0 33.0 18.0 15.0 4.0 19.0 35.0 3.75 5.50390625 0.325
707000 23.0 53.0 50.0 31.0 32.0 9.0 65.0 52.0 102.0 33.0 37.0 73.0 111.0 96.0 7.0 40.0 36.0 22.0 0.0 19.0 32.0 6.65625 8.03515625 0.36
708000 15.0 38.0 33.0 14.0 22.0 3.0 47.0 39.0 71.0 22.0 24.0 51.0 80.0 62.0 3.0 29.0 22.0 15.0 0.0 6.0 15.0 3.40625 5.25390625 0.364
709000 21.0 55.0 52.0 38.0 33.0 11.0 73.0 59.0 119.0 38.0 34.0 75.0 119.0 101.0 24.0 44.0 36.0 25.0 4.0 32.0 45.0 4.5625 6.25390625 0.348
710000 20.0 49.0 41.0 26.0 30.0 8.0 48.0 50.0 84.0 24.0 36.0 67.0 108.0 72.0 7.0 37.0 21.0 17.0 1.0 17.0 30.0 4.875 6.87890625 0.351
711000 14.0 33.0 28.0 13.0 19.0 3.0 40.0 34.0 61.0 17.0 25.0 47.0 72.0 50.0 5.0 26.0 17.0 13.0 1.0 10.0 15.0 3.96875 5.62890625 0.364
712000 21.0 52.0 45.0 23.0 30.0 5.0 60.0 53.0 101.0 30.0 36.0 69.0 110.0 77.0 4.0 40.0 29.0 21.0 0.0 16.0 26.0 5.28125 7.59765625 0.381
713000 16.0 42.0 36.0 21.0 23.0 5.0 53.0 44.0 84.0 22.0 27.0 53.0 91.0 74.0 7.0 31.0 23.0 14.0 1.0 13.0 31.0 3.59375 5.78515625 0.317
714000 16.0 33.0 36.0 14.0 22.0 3.0 54.0 26.0 69.0 22.0 26.0 58.0 61.0 61.0 4.0 23.0 29.0 14.0 0.0 10.0 12.0 4.9375 5.84765625 0.366
715000 13.0 27.0 26.0 9.0 19.0 3.0 37.0 20.0 45.0 15.0 21.0 37.0 52.0 48.0 1.0 17.0 16.0 12.0 0.0 5.0 7.0 3.875 5.00390625 0.317
716000 19.0 51.0 48.0 32.0 30.0 7.0 67.0 51.0 106.0 37.0 30.0 61.0 110.0 96.0 20.0 40.0 34.0 21.0 2.0 25.0 47.0 3.53125 5.41015625 0.344
717000 16.0 45.0 43.0 31.0 26.0 8.0 65.0 49.0 105.0 30.0 29.0 54.0 103.0 82.0 15.0 35.0 30.0 17.0 2.0 29.0 39.0 2.90625 4.47265625 0.349
718000 13.0 33.0 28.0 16.0 20.0 5.0 30.0 34.0 57.0 23.0 21.0 46.0 70.0 66.0 14.0 28.0 21.0 14.0 2.0 11.0 25.0 2.96875 4.40625 0.363
719000 12.0 33.0 28.0 18.0 19.0 5.0 41.0 35.0 63.0 19.0 20.0 42.0 77.0 59.0 13.0 28.0 18.0 14.0 3.0 14.0 24.0 2.21875 3.87890625 0.331
720000 21.0 51.0 51.0 38.0 34.0 12.0 70.0 50.0 108.0 38.0 35.0 75.0 98.0 108.0 27.0 39.0 39.0 24.0 5.0 27.0 50.0 5.28125 6.53515625 0.341
721000 16.0 34.0 34.0 17.0 21.0 4.0 49.0 29.0 69.0 20.0 27.0 57.0 75.0 75.0 6.0 24.0 24.0 13.0 1.0 13.0 27.0 5.0625 6.31640625 0.363
722000 13.0 30.0 35.0 25.0 22.0 9.0 58.0 24.0 68.0 26.0 19.0 49.0 56.0 77.0 18.0 22.0 27.0 14.0 3.0 21.0 28.0 3.25 4.09765625 0.347
723000 16.0 39.0 37.0 26.0 25.0 8.0 54.0 39.0 79.0 27.0 25.0 57.0 83.0 84.0 15.0 31.0 26.0 17.0 3.0 18.0 36.0 4.09375 5.53515625 0.315
724000 15.0 35.0 37.0 22.0 22.0 6.0 58.0 31.0 77.0 24.0 24.0 53.0 73.0 84.0 15.0 26.0 30.0 14.0 2.0 18.0 35.0 3.9375 5.09765625 0.337
725000 18.0 48.0 44.0 32.0 28.0 9.0 62.0 52.0 99.0 32.0 29.0 65.0 106.0 90.0 21.0 39.0 30.0 19.0 3.0 23.0 40.0 3.75 5.47265625 0.331
726000 13.0 40.0 41.0 24.0 25.0 7.0 66.0 49.0 102.0 32.0 19.0 47.0 82.0 86.0 18.0 35.0 35.0 20.0 3.0 18.0 29.0 1.9375 2.66015625 0.329
727000 17.0 46.0 46.0 32.0 29.0 9.0 66.0 46.0 100.0 38.0 28.0 65.0 95.0 96.0 27.0 40.0 38.0 24.0 5.0 26.0 41.0 3.09375 4.34765625 0.374
728000 18.0 47.0 44.0 27.0 28.0 7.0 62.0 51.0 100.0 32.0 31.0 65.0 102.0 76.0 11.0 39.0 30.0 19.0 1.0 25.0 29.0 4.0 5.47265625 0.333
729000 21.0 50.0 49.0 36.0 34.0 12.0 64.0 45.0 95.0 39.0 32.0 70.0 98.0 105.0 23.0 42.0 41.0 27.0 4.0 24.0 43.0 5.09375 6.59765625 0.329
730000 23.0 57.0 54.0 39.0 36.0 12.0 72.0 57.0 116.0 39.0 38.0 83.0 121.0 120.0 25.0 44.0 39.0 26.0 5.0 31.0 54.0 5.65625 7.41015625 0.398
731000 16.0 37.0 38.0 18.0 26.0 6.0 56.0 36.0 74.0 27.0 25.0 51.0 72.0 73.0 3.0 31.0 28.0 19.0 0.0 14.0 15.0 4.65625 5.34765625 0.355
732000 19.0 52.0 51.0 33.0 32.0 10.0 75.0 58.0 119.0 37.0 31.0 67.0 116.0 116.0 21.0 43.0 38.0 26.0 4.0 31.0 47.0 3.8125 5.12890625 0.345
733000 15.0 41.0 37.0 25.0 25.0 8.0 54.0 50.0 95.0 25.0 24.0 48.0 92.0 74.0 13.0 31.0 20.0 18.0 3.0 19.0 30.0 3.5625 4.53515625 0.348
734000 24.0 59.0 54.0 39.0 36.0 12.0 73.0 62.0 122.0 36.0 40.0 81.0 127.0 104.0 17.0 44.0 35.0 24.0 3.0 30.0 47.0 6.1875 8.25390625 0.351
735000 20.0 51.0 48.0 37.0 34.0 13.0 65.0 53.0 102.0 39.0 33.0 65.0 106.0 100.0 28.0 43.0 36.0 25.0 6.0 28.0 48.0 4.625 6.22265625 0.312
736000 11.0 28.0 23.0 12.0 14.0 2.0 36.0 30.0 53.0 13.0 19.0 40.0 64.0 38.0 4.0 22.0 12.0 8.0 0.0 7.0 9.0 2.59375 4.25390625 0.349
737000 12.0 30.0 27.0 13.0 18.0 4.0 40.0 31.0 57.0 19.0 21.0 43.0 71.0 63.0 7.0 27.0 21.0 16.0 2.0 9.0 13.0 2.84375 4.12890625 0.333
738000 12.0 27.0 25.0 6.0 15.0 0.0 39.0 24.0 52.0 15.0 20.0 46.0 61.0 44.0 1.0 21.0 17.0 11.0 0.0 5.0 7.0 3.4375 4.87890625 0.336
739000 18.0 40.0 38.0 19.0 26.0 6.0 51.0 29.0 68.0 24.0 31.0 59.0 74.0 59.0 5.0 28.0 25.0 15.0 0.0 11.0 18.0 4.375 6.41015625 0.344
740000 24.0 63.0 59.0 44.0 39.0 14.0 79.0 67.0 133.0 40.0 41.0 80.0 139.0 127.0 21.0 49.0 39.0 29.0 5.0 41.0 58.0 5.1875 7.00390625 0.36
741000 22.0 60.0 54.0 35.0 36.0 9.0 74.0 68.0 129.0 41.0 37.0 71.0 130.0 109.0 11.0 49.0 37.0 27.0 1.0 29.0 51.0 4.75 6.72265625 0.316
742000 23.0 62.0 57.0 42.0 38.0 12.0 73.0 61.0 122.0 47.0 39.0 78.0 132.0 125.0 29.0 51.0 40.0 29.0 5.0 32.0 67.0 4.15625 6.28515625 0.359
743000 11.0 32.0 28.0 13.0 16.0 2.0 45.0 35.0 67.0 20.0 18.0 40.0 74.0 58.0 3.0 27.0 23.0 13.0 0.0 8.0 16.0 1.71875 3.44140625 0.318
744000 22.0 61.0 58.0 38.0 38.0 11.0 82.0 67.0 136.0 45.0 37.0 79.0 130.0 119.0 29.0 49.0 46.0 32.0 6.0 34.0 53.0 4.125 5.94140625 0.351
745000 11.0 32.0 31.0 16.0 18.0 3.0 52.0 35.0 73.0 23.0 17.0 40.0 72.0 59.0 6.0 26.0 23.0 13.0 0.0 12.0 17.0 1.71875 3.03515625 0.357
746000 16.0 41.0 38.0 21.0 24.0 5.0 53.0 46.0 86.0 29.0 25.0 57.0 89.0 69.0 7.0 37.0 29.0 19.0 1.0 16.0 23.0 4.0 5.19140625 0.369
747000 15.0 29.0 27.0 13.0 20.0 5.0 41.0 20.0 45.0 14.0 27.0 51.0 52.0 50.0 2.0 19.0 17.0 9.0 0.0 5.0 11.0 4.875 6.78515625 0.321
748000 14.0 34.0 27.0 12.0 19.0 3.0 25.0 34.0 56.0 17.0 22.0 45.0 76.0 50.0 1.0 24.0 16.0 10.0 0.0 5.0 18.0 3.46875 5.09375 0.339
749000 15.0 37.0 38.0 17.0 26.0 6.0 62.0 37.0 77.0 23.0 27.0 50.0 70.0 77.0 2.0 28.0 30.0 16.0 0.0 10.0 14.0 3.59375 4.87890625 0.309
750000 5.0 10.0 7.0 0.0 6.0 0.0 7.0 10.0 15.0 3.0 9.0 17.0 20.0 19.0 0.0 8.0 3.0 2.0 0.0 0.0 1.0 1.9375 2.8125 0.358
751000 15.0 32.0 35.0 20.0 23.0 7.0 53.0 23.0 61.0 24.0 24.0 58.0 58.0 68.0 13.0 23.0 24.0 14.0 2.0 13.0 17.0 4.0 5.09765625 0.306
752000 20.0 50.0 46.0 30.0 31.0 10.0 59.0 54.0 98.0 28.0 33.0 64.0 105.0 88.0 8.0 40.0 30.0 20.0 2.0 19.0 33.0 5.125 6.16015625 0.325
753000 14.0 33.0 36.0 20.0 21.0 5.0 57.0 28.0 74.0 25.0 23.0 53.0 67.0 71.0 16.0 24.0 31.0 14.0 2.0 15.0 24.0 3.3125 4.34765625 0.386
754000 15.0 33.0 29.0 14.0 18.0 4.0 40.0 28.0 59.0 13.0 26.0 50.0 71.0 55.0 2.0 22.0 18.0 9.0 0.0 7.0 15.0 4.3125 6.12890625 0.345
755000 21.0 54.0 44.0 29.0 31.0 9.0 55.0 57.0 98.0 25.0 36.0 65.0 123.0 79.0 10.0 39.0 22.0 20.0 2.0 22.0 34.0 4.6875 7.28515625 0.334
756000 17.0 45.0 41.0 28.0 26.0 8.0 59.0 51.0 98.0 29.0 27.0 60.0 101.0 82.0 9.0 37.0 27.0 17.0 1.0 22.0 36.0 4.0 5.53515625 0.32
757000 21.0 57.0 50.0 38.0 34.0 11.0 62.0 62.0 114.0 35.0 36.0 68.0 129.0 104.0 20.0 45.0 31.0 23.0 4.0 34.0 58.0 4.1875 6.06640625 0.32
758000 17.0 44.0 42.0 24.0 26.0 5.0 60.0 43.0 89.0 32.0 28.0 61.0 92.0 76.0 18.0 36.0 33.0 19.0 2.0 18.0 28.0 3.46875 5.09765625 0.336
759000 11.0 24.0 23.0 14.0 16.0 5.0 37.0 19.0 44.0 15.0 19.0 43.0 44.0 44.0 12.0 20.0 15.0 11.0 3.0 10.0 15.0 3.125 4.50390625 0.334
760000 19.0 44.0 39.0 20.0 26.0 5.0 48.0 42.0 80.0 23.0 33.0 63.0 95.0 77.0 4.0 32.0 23.0 16.0 0.0 18.0 25.0 5.21875 6.87890625 0.334
761000 29.0 75.0 74.0 60.0 46.0 17.0 106.0 82.0 171.0 56.0 50.0 92.0 160.0 157.0 39.0 60.0 58.0 40.0 9.0 59.0 81.0 7.0625 8.81640625 0.36
762000 16.0 38.0 36.0 24.0 22.0 6.0 53.0 38.0 79.0 23.0 25.0 57.0 79.0 72.0 6.0 28.0 24.0 13.0 0.0 14.0 28.0 4.34375 5.78515625 0.359
763000 9.0 21.0 22.0 10.0 14.0 3.0 35.0 22.0 47.0 11.0 15.0 31.0 49.0 53.0 1.0 13.0 14.0 9.0 0.0 7.0 9.0 2.46875 2.62890625 0.321
764000 16.0 41.0 38.0 22.0 22.0 4.0 58.0 45.0 94.0 27.0 27.0 53.0 89.0 68.0 9.0 32.0 24.0 15.0 1.0 19.0 28.0 4.03125 5.59765625 0.329
765000 18.0 46.0 40.0 17.0 25.0 2.0 55.0 48.0 90.0 29.0 30.0 66.0 102.0 74.0 6.0 37.0 29.0 19.0 0.0 14.0 26.0 4.28125 6.37890625 0.346
766000 19.0 48.0 46.0 31.0 29.0 8.0 66.0 49.0 104.0 34.0 31.0 64.0 104.0 104.0 17.0 37.0 32.0 21.0 3.0 26.0 48.0 4.53125 6.16015625 0.357
767000 14.0 34.0 30.0 18.0 20.0 6.0 44.0 35.0 68.0 16.0 25.0 49.0 74.0 51.0 6.0 24.0 17.0 11.0 1.0 15.0 18.0 3.71875 5.37890625 0.319
768000 20.0 52.0 51.0 36.0 31.0 10.0 79.0 60.0 120.0 35.0 32.0 67.0 117.0 108.0 19.0 40.0 37.0 24.0 3.0 36.0 42.0 5.0 6.41015625 0.312
769000 18.0 50.0 42.0 30.0 28.0 10.0 57.0 57.0 103.0 26.0 31.0 62.0 112.0 90.0 19.0 40.0 25.0 20.0 5.0 25.0 41.0 3.5625 5.66015625 0.354
770000 17.0 43.0 33.0 20.0 23.0 6.0 43.0 48.0 75.0 24.0 30.0 56.0 104.0 61.0 6.0 38.0 21.0 17.0 1.0 12.0 23.0 4.375 6.75390625 0.317
771000 20.0 54.0 54.0 33.0 33.0 8.0 79.0 59.0 118.0 36.0 34.0 69.0 115.0 114.0 13.0 41.0 41.0 24.0 1.0 31.0 40.0 4.0625 5.31640625 0.323
772000 23.0 54.0 54.0 35.0 36.0 10.0 71.0 47.0 111.0 34.0 38.0 72.0 107.0 97.0 13.0 36.0 36.0 23.0 2.0 26.0 41.0 5.75 7.28515625 0.393
773000 15.0 37.0 38.0 26.0 23.0 8.0 58.0 32.0 78.0 25.0 24.0 56.0 73.0 79.0 16.0 26.0 31.0 14.0 2.0 18.0 34.0 3.1875 4.59765625 0.346
774000 20.0 45.0 43.0 28.0 27.0 7.0 57.0 40.0 89.0 25.0 36.0 63.0 102.0 87.0 13.0 30.0 25.0 14.0 2.0 26.0 42.0 5.625 7.25390625 0.345
775000 16.0 41.0 38.0 27.0 24.0 8.0 53.0 42.0 84.0 27.0 26.0 57.0 92.0 90.0 13.0 34.0 27.0 18.0 3.0 21.0 40.0 3.71875 5.19140625 0.328
776000 18.0 43.0 43.0 30.0 26.0 8.0 62.0 42.0 92.0 31.0 28.0 64.0 90.0 86.0 18.0 33.0 31.0 17.0 2.0 24.0 36.0 4.71875 5.97265625 0.312
777000 19.0 51.0 48.0 33.0 33.0 11.0 67.0 56.0 109.0 35.0 32.0 71.0 104.0 100.0 16.0 41.0 36.0 23.0 3.0 23.0 41.0 3.9375 5.41015625 0.347
778000 15.0 37.0 38.0 21.0 24.0 6.0 53.0 31.0 75.0 23.0 26.0 53.0 76.0 81.0 6.0 26.0 28.0 16.0 1.0 18.0 29.0 3.0625 4.19140625 0.328
779000 18.0 52.0 52.0 37.0 31.0 11.0 82.0 62.0 126.0 33.0 31.0 60.0 118.0 120.0 25.0 40.0 40.0 28.0 7.0 39.0 44.0 3.375 4.53515625 0.365
780000 18.0 42.0 42.0 30.0 26.0 8.0 59.0 39.0 85.0 28.0 29.0 66.0 89.0 86.0 18.0 30.0 29.0 15.0 2.0 22.0 36.0 4.59375 5.84765625 0.382
781000 14.0 32.0 29.0 13.0 20.0 4.0 40.0 31.0 60.0 13.0 25.0 50.0 69.0 50.0 1.0 22.0 14.0 9.0 0.0 8.0 10.0 3.84375 5.12890625 0.36
782000 16.0 39.0 39.0 24.0 24.0 6.0 57.0 38.0 82.0 25.0 26.0 58.0 80.0 83.0 6.0 29.0 27.0 15.0 0.0 16.0 29.0 3.84375 4.97265625 0.366
783000 19.0 51.0 42.0 29.0 26.0 8.0 58.0 57.0 102.0 28.0 33.0 63.0 120.0 74.0 9.0 41.0 27.0 20.0 2.0 23.0 31.0 4.0625 6.59765625 0.311
784000 13.0 32.0 31.0 20.0 21.0 7.0 49.0 27.0 63.0 19.0 23.0 47.0 64.0 73.0 12.0 25.0 21.0 14.0 3.0 15.0 28.0 2.75 4.41015625 0.3
785000 19.0 47.0 43.0 27.0 28.0 7.0 59.0 49.0 94.0 28.0 32.0 65.0 100.0 71.0 11.0 35.0 27.0 16.0 1.0 20.0 28.0 4.625 6.34765625 0.354
786000 19.0 50.0 48.0 29.0 31.0 7.0 67.0 50.0 104.0 39.0 31.0 65.0 106.0 104.0 19.0 41.0 38.0 25.0 2.0 22.0 43.0 3.78125 5.41015625 0.338
787000 15.0 33.0 28.0 16.0 19.0 4.0 38.0 32.0 57.0 17.0 25.0 53.0 72.0 49.0 4.0 26.0 16.0 12.0 0.0 12.0 18.0 4.59375 6.25390625 0.34
788000 25.0 64.0 65.0 53.0 39.0 16.0 97.0 68.0 146.0 47.0 40.0 81.0 140.0 144.0 37.0 49.0 55.0 34.0 8.0 50.0 64.0 5.875 7.50390625 0.31
789000 17.0 43.0 34.0 15.0 24.0 3.0 42.0 42.0 69.0 21.0 28.0 55.0 99.0 66.0 4.0 33.0 17.0 14.0 0.0 10.0 23.0 3.71875 6.12890625 0.346
790000 17.0 41.0 39.0 20.0 23.0 4.0 56.0 43.0 85.0 26.0 27.0 60.0 90.0 76.0 9.0 33.0 29.0 16.0 1.0 16.0 30.0 4.84375 5.91015625 0.364
791000 15.0 37.0 34.0 19.0 20.0 4.0 53.0 38.0 76.0 22.0 24.0 51.0 86.0 73.0 7.0 28.0 25.0 12.0 0.0 13.0 25.0 3.84375 5.59765625 0.34
792000 10.0 26.0 25.0 13.0 16.0 3.0 39.0 29.0 58.0 15.0 17.0 36.0 59.0 48.0 5.0 18.0 15.0 11.0 1.0 10.0 14.0 2.34375 2.87890625 0.339
793000 10.0 26.0 20.0 7.0 12.0 1.0 34.0 30.0 49.0 10.0 15.0 33.0 61.0 41.0 1.0 21.0 12.0 7.0 0.0 3.0 7.0 2.59375 4.37890625 0.374
794000 20.0 47.0 44.0 28.0 30.0 9.0 58.0 49.0 98.0 29.0 36.0 62.0 100.0 91.0 7.0 35.0 27.0 21.0 1.0 19.0 32.0 5.84375 7.12890625 0.332
795000 16.0 47.0 43.0 25.0 28.0 6.0 63.0 53.0 102.0 34.0 26.0 56.0 99.0 79.0 14.0 41.0 33.0 22.0 2.0 19.0 31.0 2.5 4.22265625 0.328
796000 15.0 34.0 37.0 17.0 24.0 5.0 52.0 25.0 66.0 25.0 25.0 56.0 64.0 74.0 8.0 25.0 28.0 16.0 1.0 16.0 21.0 3.5 4.44140625 0.361
797000 17.0 45.0 37.0 30.0 27.0 11.0 47.0 49.0 81.0 22.0 30.0 59.0 102.0 78.0 16.0 35.0 20.0 16.0 4.0 22.0 40.0 3.625 5.62890625 0.356
798000 18.0 32.0 36.0 23.0 25.0 9.0 51.0 19.0 55.0 24.0 29.0 66.0 55.0 71.0 14.0 21.0 26.0 13.0 2.0 14.0 20.0 6.25 7.22265625 0.343
799000 16.0 42.0 34.0 22.0 23.0 7.0 48.0 48.0 82.0 19.0 26.0 51.0 97.0 64.0 7.0 32.0 18.0 16.0 2.0 15.0 22.0 3.6875 5.78515625 0.344
800000 14.0 37.0 36.0 19.0 21.0 4.0 56.0 38.0 79.0 27.0 22.0 52.0 76.0 67.0 15.0 31.0 31.0 16.0 2.0 14.0 22.0 2.84375 4.22265625 0.336
801000 13.0 34.0 28.0 14.0 20.0 4.0 40.0 34.0 59.0 20.0 23.0 45.0 70.0 47.0 6.0 30.0 16.0 14.0 1.0 9.0 12.0 2.65625 4.62890625 0.327
802000 17.0 44.0 44.0 33.0 27.0 10.0 64.0 39.0 93.0 30.0 28.0 60.0 91.0 91.0 20.0 31.0 33.0 17.0 3.0 26.0 44.0 3.1875 4.84765625 0.342
803000 20.0 53.0 48.0 31.0 33.0 9.0 65.0 57.0 107.0 36.0 32.0 69.0 112.0 97.0 14.0 45.0 34.0 25.0 2.0 22.0 40.0 4.375 6.22265625 0.321
804000 14.0 38.0 35.0 15.0 22.0 3.0 50.0 43.0 81.0 24.0 24.0 51.0 85.0 63.0 4.0 33.0 24.0 16.0 1.0 14.0 17.0 2.875 4.06640625 0.318
805000 19.0 48.0 42.0 30.0 28.0 10.0 55.0 53.0 95.0 26.0 32.0 61.0 107.0 87.0 19.0 38.0 24.0 20.0 5.0 23.0 39.0 4.8125 6.28515625 0.353
806000 8.0 20.0 21.0 10.0 14.0 3.0 38.0 17.0 42.0 13.0 13.0 31.0 40.0 51.0 4.0 17.0 15.0 9.0 1.0 7.0 13.0 1.625 2.62890625 0.321
807000 13.0 27.0 27.0 14.0 19.0 5.0 41.0 21.0 48.0 15.0 22.0 48.0 55.0 63.0 4.0 20.0 17.0 12.0 1.0 10.0 15.0 4.0 5.25390625 0.325
808000 17.0 48.0 46.0 26.0 30.0 7.0 65.0 49.0 103.0 32.0 27.0 54.0 101.0 91.0 4.0 37.0 33.0 22.0 0.0 21.0 29.0 2.71875 4.22265625 0.358
809000 19.0 48.0 45.0 31.0 29.0 9.0 62.0 46.0 94.0 29.0 32.0 66.0 103.0 95.0 11.0 34.0 30.0 19.0 1.0 22.0 39.0 4.09375 5.97265625 0.304
810000 13.0 30.0 32.0 15.0 17.0 3.0 55.0 28.0 73.0 19.0 21.0 46.0 64.0 67.0 4.0 21.0 24.0 10.0 0.0 12.0 22.0 3.8125 4.97265625 0.288
811000 21.0 61.0 53.0 30.0 37.0 8.0 70.0 68.0 125.0 39.0 37.0 71.0 128.0 96.0 10.0 51.0 37.0 29.0 2.0 27.0 42.0 3.4375 5.72265625 0.384
812000 13.0 36.0 29.0 17.0 19.0 5.0 41.0 42.0 70.0 16.0 21.0 43.0 81.0 56.0 6.0 29.0 17.0 11.0 1.0 10.0 16.0 2.625 4.37890625 0.324
813000 22.0 59.0 56.0 44.0 38.0 14.0 75.0 59.0 123.0 43.0 38.0 72.0 127.0 120.0 33.0 48.0 41.0 28.0 6.0 39.0 67.0 4.15625 6.03515625 0.325
814000 19.0 41.0 35.0 21.0 26.0 8.0 45.0 34.0 67.0 20.0 36.0 67.0 82.0 67.0 12.0 31.0 21.0 17.0 3.0 13.0 20.0 5.5625 7.94140625 0.383
815000 17.0 46.0 42.0 30.0 26.0 8.0 61.0 51.0 97.0 32.0 28.0 64.0 103.0 78.0 21.0 39.0 30.0 19.0 3.0 23.0 33.0 3.5 5.22265625 0.348
816000 15.0 34.0 29.0 15.0 18.0 4.0 40.0 29.0 60.0 13.0 26.0 53.0 76.0 62.0 3.0 22.0 16.0 10.0 0.0 11.0 23.0 4.0625 6.12890625 0.31
817000 18.0 46.0 42.0 28.0 28.0 9.0 56.0 48.0 91.0 30.0 29.0 61.0 96.0 87.0 8.0 37.0 29.0 18.0 1.0 18.0 32.0 4.0 5.53515625 0.313
818000 14.0 37.0 36.0 17.0 21.0 2.0 56.0 38.0 81.0 25.0 22.0 50.0 80.0 68.0 8.0 29.0 26.0 14.0 0.0 13.0 19.0 2.84375 4.22265625 0.362
